SYMBOL	n_ptv	n_missense	n_syn	n_nonsyn
U2AF1L4	0	1	0	1
U2SURP	1	1	0	2
UACA	0	1	0	1
UBAP1L	0	1	0	1
UBAP2	0	0	1	0
UBASH3B	0	1	0	1
UBC	0	1	0	1
UBE2B	0	1	0	1
UBE2E1	0	1	0	1
UBE2H	0	1	0	1
UBE2R2	0	0	1	0
UBE3C	0	1	0	1
UBQLN1	0	1	0	1
UBR1	1	1	0	2
UBR3	1	1	0	2
UBR4	1	3	0	4
UBR5	0	1	1	1
UBTF	0	1	0	1
UBXN11	0	1	0	1
UBXN2B	0	1	0	1
UCHL3	1	0	0	1
UCP2	0	0	1	0
UFL1	0	2	1	2
UGGT1	0	1	0	1
UGT1A6	0	1	0	1
UGT2A3	1	0	0	1
UGT2B11	1	0	0	1
UGT2B4	0	1	0	1
UGT8	0	1	0	1
UHRF1BP1	0	0	1	0
UHRF2	0	1	0	1
ULK1	0	1	1	1
UMODL1	0	3	1	3
UMPS	0	1	0	1
UNC13C	0	3	0	3
UNC13D	0	0	1	0
UNC5B	0	1	0	1
UNC5D	0	1	0	1
UNC79	0	2	1	2
UNCX	0	1	0	1
UNKL	0	1	0	1
UPF1	0	2	0	2
UPF2	1	0	0	1
UPK1B	0	1	0	1
UPP1	1	0	0	1
UQCRC1	0	1	0	1
URB2	0	2	0	2
URGCP	0	1	0	1
UROD	0	1	0	1
USH1C	0	2	0	2
USP1	0	1	0	1
USP16	1	0	0	1
USP19	0	1	0	1
USP3	0	1	0	1
USP34	0	2	0	2
USP35	0	1	0	1
USP37	0	1	0	1
USP4	0	2	0	2
USP44	0	1	1	1
USP46	1	0	0	1
USP5	1	1	1	2
USP8	1	0	1	1
UTP14C	0	2	0	2
UTP20	0	1	0	1
UTS2B	0	1	0	1
UVRAG	0	1	0	1
UVSSA	1	1	0	2
UXS1	0	0	1	0
VANGL1	0	1	0	1
VASN	0	2	0	2
VAV3	0	1	0	1
VCAN	0	1	0	1
VCPIP1	0	1	0	1
VEZF1	1	1	1	2
VIL1	0	0	1	0
VIPR2	0	0	1	0
VPS13B	0	1	0	1
VPS13C	0	1	0	1
VPS13D	0	2	0	2
VPS16	1	0	0	1
VPS33B	0	0	1	0
VPS35	0	1	0	1
VPS37D	0	1	0	1
VPS39	0	1	0	1
VPS4B	0	1	0	1
VPS53	0	1	1	1
VSIG1	0	1	0	1
VWA3A	0	0	1	0
VWA5B1	0	2	0	2
VWA7	0	1	0	1
VWA9	0	1	0	1
VWDE	0	1	0	1
WAC	2	1	0	3
WAPAL	1	0	0	1
WARS	0	1	0	1
WAS	0	1	0	1
WASL	0	1	0	1
WDFY2	0	0	1	0
WDFY4	0	0	1	0
WDHD1	1	0	0	1
WDPCP	0	0	1	0
WDR17	0	1	0	1
WDR33	0	0	1	0
WDR34	0	1	0	1
WDR37	0	1	0	1
WDR45B	0	1	1	1
WDR5	0	1	0	1
WDR52	0	1	0	1
WDR6	0	0	1	0
WDR63	0	0	1	0
WDR65	0	1	0	1
WDR66	0	0	1	0
WDR7	0	1	0	1
WDR74	0	1	0	1
WDR86	0	1	0	1
WDR87	0	0	1	0
WDR88	0	1	0	1
WDR90	0	2	0	2
WDR93	0	1	0	1
WDTC1	0	1	0	1
WFDC10A	1	0	0	1
WHAMM	0	2	0	2
WHSC1	2	1	1	3
WIBG	0	1	0	1
WIPI2	1	1	1	2
WISP1	0	1	0	1
WNK1	0	1	0	1
WNK2	0	0	1	0
WNT8A	0	0	0	0
WNT8B	0	1	0	1
WSB1	0	0	1	0
WWC1	0	1	0	1
WWC2	0	0	1	0
WWC3	0	1	0	1
WWTR1	1	0	0	1
XAGE5	0	0	1	0
XDH	0	0	1	0
XIAP	0	1	0	1
XIRP1	0	1	1	1
XIRP2	0	0	1	0
XKR7	0	1	0	1
XKRX	0	0	1	0
XPC	0	1	0	1
XPO6	0	1	1	1
XRCC5	0	1	1	1
XRN2	0	1	0	1
XYLT1	0	0	1	0
YBX3	0	1	0	1
YPEL5	0	1	0	1
YTHDC2	0	1	0	1
YWHAB	0	1	0	1
ZAN	0	1	1	1
ZBED4	0	1	0	1
ZBED5	0	1	0	1
ZBTB10	0	1	0	1
ZBTB17	0	1	0	1
ZBTB3	1	0	0	1
ZBTB40	0	0	1	0
ZBTB46	0	0	0	0
ZBTB48	0	1	0	1
ZBTB49	0	1	0	1
ZBTB7B	0	1	0	1
ZC3H12C	0	1	0	1
ZC3H14	1	0	0	1
ZC3H6	0	1	0	1
ZC3H7A	0	1	0	1
ZC3HAV1	0	1	0	1
ZCCHC14	0	0	1	0
ZCCHC2	0	0	1	0
ZCCHC8	0	1	0	1
ZDBF2	0	3	0	3
ZDHHC15	0	1	0	1
ZDHHC16	0	0	1	0
ZDHHC18	0	2	0	2
ZEB2	1	1	0	2
ZFC3H1	0	2	0	2
ZFHX3	2	1	1	3
ZFHX4	0	1	0	1
ZFP62	0	0	1	0
ZFP64	0	1	0	1
ZFP69	0	2	0	2
ZFPL1	0	0	1	0
ZFR	0	1	0	1
ZFYVE1	0	0	1	0
ZFYVE27	1	0	0	1
ZHX1	0	1	0	1
ZMIZ1	1	0	0	1
ZMYM2	0	0	0	0
ZMYND19	1	0	0	1
ZMYND8	0	1	0	1
ZNF106	0	1	0	1
ZNF174	1	0	0	1
ZNF175	0	1	0	1
ZNF181	0	0	1	0
ZNF184	0	1	0	1
ZNF214	0	1	0	1
ZNF217	1	0	0	1
ZNF219	0	0	1	0
ZNF221	0	1	0	1
ZNF224	0	1	0	1
ZNF233	0	1	0	1
ZNF234	0	1	0	1
ZNF248	0	1	0	1
ZNF254	0	1	0	1
ZNF268	1	1	0	2
ZNF277	0	1	0	1
ZNF281	0	1	0	1
ZNF292	1	1	0	2
ZNF32	0	1	0	1
ZNF326	0	1	0	1
ZNF34	0	1	0	1
ZNF346	0	1	0	1
ZNF37A	0	1	0	1
ZNF385B	0	0	1	0
ZNF407	1	0	0	1
ZNF408	0	1	0	1
ZNF41	0	1	0	1
ZNF418	0	1	0	1
ZNF43	0	1	0	1
ZNF436	0	1	0	1
ZNF441	0	1	0	1
ZNF445	0	0	1	0
ZNF446	0	0	1	0
ZNF449	0	1	0	1
ZNF469	0	2	0	2
ZNF496	0	1	0	1
ZNF500	0	2	0	2
ZNF502	0	1	0	1
ZNF510	1	0	0	1
ZNF512B	0	0	1	0
ZNF513	0	1	0	1
ZNF518B	0	1	0	1
ZNF521	1	0	0	1
ZNF528	0	1	0	1
ZNF536	0	1	0	1
ZNF544	0	1	0	1
ZNF548	0	1	0	1
ZNF560	1	0	1	1
ZNF563	0	1	0	1
ZNF57	0	0	1	0
ZNF576	0	1	0	1
ZNF607	1	1	0	2
ZNF609	0	1	0	1
ZNF618	0	1	0	1
ZNF623	1	0	0	1
ZNF638	0	1	0	1
ZNF646	0	2	0	2
ZNF652	0	1	0	1
ZNF672	1	0	0	1
ZNF675	0	2	0	2
ZNF683	0	1	0	1
ZNF704	0	1	0	1
ZNF707	0	0	1	0
ZNF737	0	1	0	1
ZNF746	0	1	0	1
ZNF750	0	1	0	1
ZNF764	0	1	0	1
ZNF766	1	0	0	1
ZNF77	0	1	0	1
ZNF778	0	0	1	0
ZNF782	0	1	0	1
ZNF783	0	0	1	0
ZNF79	0	2	0	2
ZNF804B	0	1	0	1
ZNF814	0	1	0	1
ZNF829	0	1	0	1
ZNF844	0	0	1	0
ZNF853	0	1	0	1
ZNF878	0	1	0	1
ZNFX1	0	2	0	2
ZP4	0	0	1	0
ZSCAN12	0	1	0	1
ZSCAN2	0	0	1	0
ZSCAN20	0	1	0	1
ZSCAN32	0	0	0	0
ZSWIM6	0	1	0	1
ZSWIM8	0	1	0	1
ZW10	0	1	0	1
