hgnc	chrom	lof_indel	lof_snv	missense_indel	missense_snv	p_lof	p_func	fdr_lof	bonferroni_lof
SIDT2	11	0	1	0	0	8.6525665437787e-06	6.98944358068153e-05	7.35758510803196e-05	0.0219256036219352
SIGLEC5	19	0	0	0	1	1	3.94511015443234e-05	1	1
SIPA1L1	14	1	0	0	0	1.62488642551668e-05	0.000124467649173673	0.00010796679773747	0.0411746220225926
SIRT1	10	0	0	0	1	1	3.54369809997053e-05	1	1
SIRT2	19	0	0	0	1	1	3.06007899782368e-05	1	1
SIX3	2	0	0	0	1	1	3.51208666168972e-05	1	1
SIX4	14	0	0	0	1	1	5.25869573106071e-05	1	1
SKAP2	7	0	0	0	1	1	2.0926197508194e-05	1	1
SLAMF6	1	0	0	0	1	1	1.91096486503936e-05	1	1
SLC10A7	4	0	0	0	1	1	2.00355547635489e-05	1	1
SLC12A5	20	0	0	0	1	1	8.74347930242465e-05	1	1
SLC12A9	7	0	0	0	1	1	6.93768087644805e-05	1	1
SLC15A2	3	0	0	0	1	1	4.42142432680045e-05	1	1
SLC15A3	11	0	0	0	1	1	3.43561580765446e-05	1	1
SLC16A13	17	0	0	0	1	1	3.09719241310794e-05	1	1
SLC17A4	6	0	0	0	1	1	2.93793700266279e-05	1	1
SLC17A5	6	0	0	0	1	1	3.05291709996703e-05	1	1
SLC19A1	21	0	0	0	1	1	5.66362052329505e-05	1	1
SLC22A1	6	0	0	0	1	1	4.26648141419969e-05	1	1
SLC22A10	11	0	1	0	1	4.83486860181091e-06	5.93927225646874e-10	6.21906448578114e-05	0.0122515570369889
SLC22A4	5	0	0	0	1	1	4.18990270144169e-05	1	1
SLC24A4	14	0	1	0	0	6.51778404060533e-06	4.81802906914907e-05	6.52808883750747e-05	0.0165160647588939
SLC25A23	19	0	0	0	2	1	1.00707750747023e-09	1	1
SLC25A25	9	0	0	0	1	1	4.12748917640392e-05	1	1
SLC25A53	X	0	0	0	1	1	4.73540744940756e-06	1	1
SLC26A2	5	1	0	0	0	4.88689819625929e-06	4.01711874437562e-05	6.25424243905104e-05	0.0123834000293211
SLC26A6	3	0	0	0	1	1	5.24959440134254e-05	1	1
SLC26A8	6	0	0	0	1	1	6.21795968624426e-05	1	1
SLC27A1	19	0	0	0	1	1	6.60588644944113e-05	1	1
SLC29A1	6	0	1	0	0	3.77037393510486e-06	3.18542971714696e-05	6.07946138686368e-05	0.00955412755155572
SLC2A4RG	20	0	0	0	1	1	2.38293066357388e-05	1	1
SLC30A3	2	0	0	0	1	1	3.27249044379461e-05	1	1
SLC30A4	15	0	0	0	1	1	2.87147036524578e-05	1	1
SLC30A5	5	0	0	0	1	1	4.34969100919468e-05	1	1
SLC32A1	20	0	0	0	1	1	5.5617747797455e-05	1	1
SLC36A3	5	0	0	0	1	1	3.02695937281852e-05	1	1
SLC38A1	12	0	0	0	1	1	3.18154933770193e-05	1	1
SLC38A10	17	0	0	0	1	1	9.67527865197118e-05	1	1
SLC39A10	2	0	0	0	1	1	4.88829673833658e-05	1	1
SLC43A2	17	0	0	0	1	1	3.95585712461327e-05	1	1
SLC44A1	9	0	0	0	1	1	4.03085478603703e-05	1	1
SLC44A5	1	0	0	0	1	1	4.2216691128743e-05	1	1
SLC45A4	8	0	0	0	1	1	7.64044786632054e-05	1	1
SLC47A2	17	0	0	0	2	1	8.69019701120536e-10	1	1
SLC4A1	17	0	0	0	1	1	6.91961281753456e-05	1	1
SLC4A1AP	2	0	0	0	1	1	5.48702748597035e-05	1	1
SLC4A5	2	0	0	0	1	1	8.43104334220353e-05	1	1
SLC4A8	12	0	0	0	1	1	6.85380545230859e-05	1	1
SLC5A10	17	0	0	0	1	1	5.45901211279004e-05	1	1
SLC5A2	16	0	1	0	0	5.99911969919102e-06	6.52944264476518e-05	6.33407054906252e-05	0.01520176931775
SLC5A6	2	0	0	0	1	1	4.61189781789869e-05	1	1
SLC6A20	3	0	0	0	1	1	4.72696297526628e-05	1	1
SLC6A3	5	0	0	0	1	1	5.1040449399601e-05	1	1
SLC6A9	1	0	0	0	1	1	5.66876454539566e-05	1	1
SLC7A14	3	0	0	0	1	1	5.36819144238021e-05	1	1
SLC9A3R2	16	0	0	0	1	1	1.85413800752835e-05	1	1
SLCO1B7	12	0	0	0	1	1	3.52406615544195e-05	1	1
SLFN12	17	0	0	0	1	1	3.23855659486101e-05	1	1
SLFN5	17	0	1	0	0	6.69899243485094e-06	5.45471312398226e-05	6.60515440852618e-05	0.0169752468299123
SLIT1	10	0	1	0	0	1.43144101178853e-05	0.000120076816621089	9.84245169475568e-05	0.0362727152387214
SLIT3	5	0	1	0	1	1.54037398122761e-05	6.76370712691971e-09	0.000104646318188493	0.0390330766843078
SLX4	16	0	0	0	2	1	9.43294471059193e-09	1	1
SMAD2	18	0	1	0	2	5.27152114803508e-06	4.45691403221904e-15	6.29388270054187e-05	0.0133580345891209
SMAD4	18	0	0	0	2	1	6.4650734707694e-10	1	1
SMAD6	15	1	0	0	0	3.12019401370736e-06	2.72834573369004e-05	6.07946138686368e-05	0.00790657163073446
SMARCA1	X	0	0	0	1	1	1.67947716741569e-05	1	1
SMARCA2	9	0	1	0	0	1.60998247758679e-05	0.000113126780817415	0.000107782024712414	0.0407969559820492
SMARCC1	3	0	0	0	2	1	2.74886879204472e-09	1	1
SMARCD1	12	0	0	0	1	1	3.44550676784066e-05	1	1
SMC2	9	0	0	0	1	1	6.70365324966347e-05	1	1
SMC3	10	0	0	0	2	1	2.84085893703175e-09	1	1
SMCHD1	18	0	0	0	3	1	2.36277420679345e-13	1	1
SMCR8	17	0	0	0	2	1	1.80677870907986e-09	1	1
SMG6	17	0	0	0	3	1	1.89600452670025e-13	1	1
SMG8	17	0	0	0	1	1	6.44039662416743e-05	1	1
SMNDC1	10	0	0	0	1	1	1.26214618251867e-05	1	1
SMTN	22	0	0	0	1	1	8.25112271077526e-05	1	1
SMURF2	17	0	1	0	0	9.43095252813204e-06	4.95159034842264e-05	7.61076252761163e-05	0.0238980337062866
SNAI1	20	0	0	0	1	1	2.07033276068828e-05	1	1
SNAI3	16	0	0	0	1	1	2.78707763500679e-05	1	1
SNAPC5	15	1	0	0	0	8.17468032027073e-07	6.82219273702605e-06	3.98358460222423e-05	0.0020714639931566
SNRNP200	2	0	0	0	1	1	0.000164350729479948	1	1
SNRNP35	12	0	0	0	1	1	2.17724109340406e-05	1	1
SNX14	6	0	0	0	1	1	5.57161431422432e-05	1	1
SNX9	6	0	0	0	1	1	4.04018371056195e-05	1	1
SOBP	6	0	0	1	0	1	5.87682993665131e-05	1	1
SON	21	0	0	0	1	1	0.000158134791575505	1	1
SORCS1	10	0	0	0	2	1	3.44286566807935e-09	1	1
SOS1	2	0	0	0	4	1	1.93561177543378e-18	1	1
SOWAHB	4	0	1	0	0	6.48908057132859e-06	5.10806471576678e-05	6.52808883750747e-05	0.0164433301677467
SP110	2	0	0	0	2	1	1.1152276406467e-09	1	1
SPACA3	17	0	0	0	1	1	1.61837358502854e-05	1	1
SPAG7	17	0	0	0	1	1	1.79006977602962e-05	1	1
SPATA2	20	0	0	0	1	1	4.45154821353169e-05	1	1
SPATA20	17	0	0	0	1	1	6.67295867655877e-05	1	1
SPATA4	4	0	0	0	1	1	2.0529872323478e-05	1	1
SPATA5	4	0	0	0	1	1	5.44319342693556e-05	1	1
SPECC1L	22	1	0	0	0	1.11533749715798e-05	7.81621802364716e-05	8.37496897584924e-05	0.0282626521779833
SPEN	1	1	0	0	1	3.13937051682099e-05	3.31461597160549e-08	0.000190314949512545	0.0795516488962438
SPG7	16	0	0	0	2	1	2.21910315078368e-09	1	1
SPIRE1	18	1	0	0	0	6.82681691004908e-06	4.29852880638315e-05	6.61927014622567e-05	0.0172991540500644
SPPL2C	17	0	0	0	1	1	5.29981046818775e-05	1	1
SPRED2	2	1	0	0	2	3.96255604456617e-06	1.19708465570669e-14	6.07946138686368e-05	0.0100411170169307
SPRR2A	1	0	0	0	1	1	4.39092450313508e-06	1	1
SPRY1	4	0	1	0	0	2.21933552510124e-06	1.87551658904407e-05	6.07946138686368e-05	0.00562379622060654
SPTA1	1	0	0	0	3	1	6.6801639799532e-13	1	1
SPTBN1	2	1	0	0	0	2.17014894009136e-05	0.000183109898920319	0.000136615779169038	0.0549915741419152
SPTBN2	11	0	0	0	1	1	0.000219614888770302	1	1
SPTBN5	15	1	0	0	2	2.8208368228294e-05	1.84531483801067e-12	0.00017224097612168	0.071480005090497
SRBD1	2	0	0	0	1	1	6.1012403781201e-05	1	1
SRPK3	X	0	0	0	1	1	1.08567825730711e-05	1	1
SRPX2	X	0	0	0	1	1	8.87706015289292e-06	1	1
SRRM2	16	0	1	0	0	2.76164006338479e-05	0.000235202073759944	0.000169033717889301	0.0699799592061706
SRSF4	1	0	0	0	1	1	4.66011799034315e-05	1	1
SSBP3	1	0	0	0	1	1	2.52274012824955e-05	1	1
SSC5D	19	0	0	0	1	1	0	1	1
SSH2	17	0	0	0	2	1	3.9066006809825e-09	1	1
SSTR3	22	0	0	0	1	1	4.22525326626729e-05	1	1
ST5	11	0	1	0	0	1.0779708432557e-05	8.84445853709231e-05	8.22764493015042e-05	0.0273157811680994
ST8SIA3	18	0	0	0	1	1	2.6356853643845e-05	1	1
STAB1	3	0	0	0	1	1	0.000213176158098706	1	1
STAG2	X	0	0	0	1	1	1.78474555957611e-05	1	1
STARD9	15	0	0	0	1	1	0	1	1
STAT4	2	0	0	0	1	1	4.54530387016872e-05	1	1
STEAP3	2	0	0	0	1	1	4.35344571664711e-05	1	1
STK32A	5	0	0	0	1	1	2.5072125594076e-05	1	1
STK36	2	0	0	0	1	1	8.58698701496723e-05	1	1
STK38L	12	0	0	0	1	1	2.83112812725744e-05	1	1
STK4	20	0	0	0	1	1	3.0950404104157e-05	1	1
STON1-GTF2A1L	2	0	0	0	1	1	6.53098152737161e-05	1	1
STRN4	19	0	0	0	1	1	5.63335004453757e-05	1	1
STX1A	7	0	1	0	0	2.81609919305109e-06	2.62754897332046e-05	6.07946138686368e-05	0.00713599535519145
STXBP5	6	0	0	0	1	1	7.22254129663298e-05	1	1
STXBP6	14	0	0	0	1	1	1.33074215847911e-05	1	1
SUGP2	19	0	0	0	2	1	2.88975381624792e-09	1	1
SULT6B1	2	0	0	0	1	1	1.65172672408358e-05	1	1
SUPT5H	19	0	0	0	1	1	9.01486988818396e-05	1	1
SUPT6H	17	0	0	0	2	1	8.29641873452447e-09	1	1
SUSD4	1	0	0	0	1	1	3.66428882891896e-05	1	1
SUV420H1	11	0	0	0	2	1	1.6213213544941e-09	1	1
SUV420H2	19	0	0	0	1	1	3.5500072425945e-05	1	1
SVEP1	9	1	0	0	1	2.52089040411588e-05	2.03665219994325e-08	0.000155803324000723	0.0638793628402963
SYBU	8	0	1	0	0	5.75610370210413e-06	4.81192011856029e-05	6.33407054906252e-05	0.0145859667811319
SYCP2L	6	0	0	0	1	1	4.96132383311608e-05	1	1
SYNE2	14	0	0	0	1	1	0.000407434095512832	1	1
SYNPR	3	0	0	0	1	1	1.77812750078829e-05	1	1
SYTL2	11	0	0	0	1	1	6.94025584628618e-05	1	1
SYTL3	6	0	0	0	1	1	3.99545566095054e-05	1	1
TAB1	22	0	0	0	1	1	4.34848419405471e-05	1	1
TAB2	6	0	4	0	1	9.14123618977081e-23	1.14622636090563e-24	4.63277850097585e-20	2.31638925048792e-19
TACC2	10	0	0	0	1	1	0.000191644930507618	1	1
TAF1	X	0	0	0	4	1	3.30984334969142e-20	1	1
TAF1L	9	0	0	0	1	1	0.000118973834668425	1	1
TAF4	20	0	0	0	1	1	5.68444910684417e-05	1	1
TAGLN	11	0	0	0	1	1	1.51372613262355e-05	1	1
TANC1	2	0	0	0	1	1	0.000126802267129165	1	1
TANC2	17	0	1	0	0	1.60710743507167e-05	0.000132748869556788	0.000107782024712414	0.0407241024047161
TAOK1	17	0	0	0	2	1	2.37791711001308e-09	1	1
TARBP1	1	0	0	0	1	1	8.84235751544979e-05	1	1
TARS2	1	0	0	0	1	1	5.47026391472072e-05	1	1
TAS2R14	12	0	1	0	1	2.49987938661463e-06	1.62128433951598e-10	6.07946138686368e-05	0.00633469436568148
TBC1D1	4	0	0	0	1	1	8.64930312706122e-05	1	1
TBC1D19	4	1	0	0	1	6.34781669066021e-06	5.12531287441825e-10	6.43414699765319e-05	0.016085367494133
TBC1D20	20	0	1	0	0	3.46025262785642e-06	2.72857898345813e-05	6.07946138686368e-05	0.00876828015898817
TBC1D30	12	0	0	0	1	1	0	1	1
TBC1D4	13	0	0	0	1	1	9.42643268592017e-05	1	1
TBX1	22	0	0	0	1	1	3.42409295748036e-05	1	1
TBX18	6	0	1	0	1	5.03558655385281e-06	9.08486170548838e-10	6.28181832348908e-05	0.012760176327463
TBX2	17	1	0	0	0	5.35570323879225e-06	5.24095795820354e-05	6.29388270054187e-05	0.0135713520070996
TBX5	12	0	1	0	1	4.26633315147466e-06	7.64394638831614e-10	6.07946138686368e-05	0.0108108882058368
TCAIM	3	0	0	0	1	1	2.88158480233528e-05	1	1
TCF12	15	0	1	0	1	6.81502000780218e-06	9.99119752375925e-10	6.61927014622567e-05	0.0172692606997707
TCF7L2	10	0	1	0	0	5.70460798222906e-06	3.99548966598546e-05	6.33407054906252e-05	0.0144554766269684
TDRD7	9	0	0	0	1	1	6.50344338749546e-05	1	1
TDRD9	14	0	0	0	1	1	5.81269758109055e-05	1	1
TECPR1	7	0	0	0	1	1	8.31562782265313e-05	1	1
TECPR2	14	0	0	0	1	1	0.000105727399724691	1	1
TECTA	11	1	1	0	2	1.87040750821805e-10	3.24184534785479e-17	1.20807767507e-08	4.73961262582455e-07
TEKT2	1	0	0	0	1	1	3.51845161007016e-05	1	1
TEKT3	17	0	0	0	1	1	3.84691237177411e-05	1	1
TENM1	X	0	0	0	1	1	4.39602432563838e-05	1	1
TENM2	5	0	0	0	1	1	0.000188566610545797	1	1
TENM4	11	0	0	0	2	1	1.24100622833569e-08	1	1
TERF2	16	0	0	0	1	1	3.36074136750274e-05	1	1
TERT	5	0	0	0	1	1	8.98528449828934e-05	1	1
TEX14	17	0	0	0	1	1	9.30344070266628e-05	1	1
TEX15	8	0	0	0	2	1	1.08088147418767e-08	1	1
TFAP2B	6	0	0	0	1	1	3.9967857267916e-05	1	1
TFDP1	13	0	0	0	1	1	3.36009474531297e-05	1	1
TFE3	X	1	0	0	0	1.15844722718927e-06	9.84470534542324e-06	4.68078816563969e-05	0.0029355052736976
TFEB	6	0	0	0	1	1	3.45594602649393e-05	1	1
TFIP11	22	0	0	0	1	1	6.23212589867007e-05	1	1
TGFBR2	3	0	0	0	1	1	4.26593826688743e-05	1	1
TGFBR3	1	0	0	0	1	1	5.38313285984418e-05	1	1
TGM2	20	0	0	0	1	1	5.98417273899713e-05	1	1
TGM6	20	0	0	0	1	1	5.80699181034877e-05	1	1
THADA	2	1	0	0	0	1.41926382420769e-05	0.000108774968403773	9.79949463363021e-05	0.0359641453054229
THBS2	6	0	0	0	1	1	0.000100942381303688	1	1
THUMPD3	3	0	0	0	1	1	3.08061655014037e-05	1	1
TIAM2	6	0	0	0	1	1	0.000119901081215243	1	1
TICRR	15	0	0	0	1	1	0.000126540361672969	1	1
TIE1	1	0	0	0	1	1	9.38705652354632e-05	1	1
TIGD7	16	0	0	0	1	1	3.18381126003197e-05	1	1
TIMM10	11	0	0	0	1	1	6.13173219036176e-06	1	1
TIMM44	19	0	0	0	1	1	4.05022639897574e-05	1	1
TJP2	9	0	1	0	1	1.16580999278612e-05	4.35446887687994e-09	8.48944092056871e-05	0.0295416252172002
TJP3	19	0	0	0	1	1	9.65321092462561e-05	1	1
TLCD2	17	0	0	0	1	1	0	1	1
TLE1	9	0	0	0	1	1	6.17030137890327e-05	1	1
TLK1	2	0	0	0	1	1	4.83689645141464e-05	1	1
TLK2	17	1	0	0	0	9.74359556887275e-06	5.10074254207079e-05	7.76423621746023e-05	0.0246902711715235
TLN1	9	0	0	0	2	1	1.67371354076968e-08	1	1
TLR9	3	0	0	0	1	1	8.54387457297446e-05	1	1
TM2D2	8	0	0	0	1	1	1.17300342767935e-05	1	1
TM4SF20	2	0	0	0	1	1	1.29104178062587e-05	1	1
TM7SF3	12	0	0	0	1	1	3.32141482409652e-05	1	1
TM9SF1	14	0	0	0	1	1	4.60689118539957e-05	1	1
TM9SF3	10	0	0	0	1	1	3.42449185891631e-05	1	1
TMC2	20	0	1	0	0	8.99322286217998e-06	5.89644178684127e-05	7.59432672167917e-05	0.0227888267327641
TMC6	17	0	0	0	1	1	5.77502695305887e-05	1	1
TMCO3	13	0	0	0	1	1	5.41519768727294e-05	1	1
TMED1	19	0	0	0	1	1	1.7446428902026e-05	1	1
TMED10	14	0	0	0	1	1	1.7543629424273e-05	1	1
TMEM127	2	0	0	0	1	1	1.69443300023124e-05	1	1
TMEM133	11	0	0	0	1	1	7.78880986545792e-06	1	1
TMEM138	11	0	0	0	1	1	1.01867309786456e-05	1	1
TMEM161B	5	0	0	0	1	1	2.78393686651818e-05	1	1
TMEM184A	7	0	0	0	1	1	3.78551038507472e-05	1	1
TMEM189-UBE2V1	20	0	1	0	0	3.55197551232825e-06	2.56198256985346e-05	6.07946138686368e-05	0.00900070594823979
TMEM214	2	0	0	0	1	1	4.2221326170908e-05	1	1
TMEM232	5	0	0	0	1	1	0	1	1
TMEM245	9	1	0	0	0	7.60426808251298e-06	4.29930557906335e-05	6.93869961534779e-05	0.0192692153210879
TMEM26	10	0	0	0	1	1	2.66269411239653e-05	1	1
TMEM38B	9	0	0	0	1	1	1.8363104725788e-05	1	1
TMEM43	3	0	0	0	1	1	3.16343498387192e-05	1	1
TMEM54	1	0	0	0	1	1	1.66868996027426e-05	1	1
TMEM63A	1	0	0	0	1	1	5.4926446384932e-05	1	1
TMEM67	8	0	0	0	1	1	5.90265772065562e-05	1	1
TMEM71	8	0	0	0	1	1	1.69870249423327e-05	1	1
TMEM8A	16	0	0	0	1	1	6.67522463094133e-05	1	1
TMF1	3	0	1	0	0	1.04168753631308e-05	6.36998386884674e-05	8.09704361048266e-05	0.0263963621701735
TMPRSS2	21	0	0	0	1	1	3.92751978111493e-05	1	1
TMPRSS7	3	0	1	0	1	6.56296668065203e-06	7.39826864399276e-10	6.54746360975285e-05	0.0166305575687722
TMTC2	12	0	0	0	1	1	5.26682964210341e-05	1	1
TNFAIP1	17	0	0	0	1	1	2.7619857942522e-05	1	1
TNFRSF21	6	0	0	0	1	1	4.57165877156168e-05	1	1
TNFRSF25	1	0	1	0	0	4.02675377825891e-06	3.54822144530761e-05	6.07946138686368e-05	0.0102037940741081
TNKS	8	0	0	0	1	1	9.38196385660518e-05	1	1
TNNI2	11	0	0	0	1	1	1.62592273901686e-05	1	1
TNPO3	7	1	0	0	1	1.05626212415556e-05	2.12999011670414e-09	8.13546572221944e-05	0.0267656822261019
TNR	1	0	0	0	1	1	0.000101878091297031	1	1
TNRC18	7	0	0	0	2	1	1.15345426984504e-08	1	1
TNS1	2	0	0	0	2	1	8.79582642275416e-09	1	1
TNS3	7	0	0	0	1	1	0.000112184252543671	1	1
TNXB	6	0	0	0	1	1	0.000339158483336379	1	1
TOB2	22	0	0	0	1	1	2.43929188912095e-05	1	1
TOE1	1	0	0	0	1	1	3.80568059833032e-05	1	1
TOM1	22	0	0	0	1	1	4.01181482323963e-05	1	1
TOM1L1	17	0	0	0	1	1	2.85262846288164e-05	1	1
TOMM40L	1	0	0	0	1	1	2.2290245336608e-05	1	1
TONSL	8	0	0	0	1	1	9.4719250122644e-05	1	1
TOP1MT	8	0	0	0	1	1	5.39645149940267e-05	1	1
TOP2B	3	0	0	0	1	1	7.87307968234128e-05	1	1
TP53	17	0	1	0	0	3.36477292209066e-06	2.71869860483235e-05	6.07946138686368e-05	0.00852633458457773
TP53INP1	8	0	0	1	0	1	8.81507471767991e-06	1	1
TP63	3	0	0	0	1	1	5.40029350886216e-05	1	1
TP73	1	0	0	0	1	1	5.5381138428413e-05	1	1
TPCN2	11	1	0	0	0	8.21755739762692e-06	5.65319273635041e-05	7.13667789591262e-05	0.0208232904455866
TPD52L1	6	0	0	0	1	1	1.30234049488265e-05	1	1
TPD52L2	20	0	0	0	1	1	1.5065806183146e-05	1	1
TPP2	13	0	0	0	1	1	7.79777806002011e-05	1	1
TPRA1	3	0	0	0	1	1	2.86978219689152e-05	1	1
TPRG1	3	0	0	0	1	1	1.78571566810286e-05	1	1
TPTE	21	0	0	0	1	1	3.82165154197269e-05	1	1
TRA2B	3	0	1	0	0	3.69648120664557e-06	2.85019331567282e-05	6.07946138686368e-05	0.00936688337763989
TRABD	22	0	0	0	1	1	3.75272759159043e-05	1	1
TRAF3	14	0	0	0	1	1	4.59289274574814e-05	1	1
TRAF7	16	0	0	0	1	1	5.61477794544124e-05	1	1
TRAIP	3	0	0	0	1	1	3.39153751253351e-05	1	1
TRAPPC10	21	0	0	0	1	1	8.81463731386279e-05	1	1
TRIB2	2	0	0	0	1	1	2.89398074468042e-05	1	1
TRIM10	6	0	0	0	1	1	3.57006676691364e-05	1	1
TRIM25	17	0	1	0	0	5.27772377396806e-06	4.67116697663346e-05	6.29388270054187e-05	0.0133737520432351
TRIM28	19	0	0	0	1	1	5.8027485199357e-05	1	1
TRIM37	17	0	0	0	1	1	6.44004826920926e-05	1	1
TRIM41	5	0	0	0	1	1	5.55252713968957e-05	1	1
TRIM47	17	0	0	0	1	1	3.68831021412771e-05	1	1
TRIM6	11	0	0	0	1	1	3.38198852265879e-05	1	1
TRIM62	1	0	0	0	1	1	4.38176846281786e-05	1	1
TRIM63	1	0	0	0	1	1	2.50108358110124e-05	1	1
TRIM65	17	0	0	0	1	1	2.59032669707049e-05	1	1
TRIM67	1	0	0	0	1	1	4.36206484832279e-05	1	1
TRIP12	2	0	2	0	0	1.90698922662984e-10	8.05107030543102e-09	1.20807767507e-08	4.83231070028002e-07
TRIP4	15	1	0	0	0	6.51446496926437e-06	3.42027450988036e-05	6.52808883750747e-05	0.0165076542321159
TRMT13	1	0	0	0	1	1	2.91915467202233e-05	1	1
TRMT44	4	0	0	0	1	1	3.03186839302913e-05	1	1
TRPC5	X	0	0	0	1	1	1.41965427849151e-05	1	1
TRPM6	9	1	0	0	0	1.98292782637407e-05	0.000124158052193826	0.000126567735819443	0.050247391120319
TRPM8	2	1	0	0	0	1.13597811904155e-05	8.06568633342849e-05	8.41686711593947e-05	0.028785685536513
TRPS1	8	0	0	0	1	1	7.9511777765962e-05	1	1
TRPV4	12	0	0	0	1	1	7.43052405583042e-05	1	1
TRRAP	7	0	0	0	3	1	4.63335242651799e-12	1	1
TSC1	9	1	0	0	2	1.0523564643473e-05	8.24358421488787e-14	8.13009536785384e-05	0.0266667128065606
TSC22D2	3	0	1	0	0	5.69942486895236e-06	6.16641844591564e-05	6.33407054906252e-05	0.0144423426179253
TSEN2	3	1	0	0	0	3.82777326926413e-06	2.72524200318773e-05	6.07946138686368e-05	0.00969957746431532
TSGA13	7	0	0	0	1	1	1.87372697281421e-05	1	1
TSHR	14	0	0	0	1	1	4.96474743023383e-05	1	1
TSHZ1	18	0	0	0	2	1	3.17909814111819e-09	1	1
TSN	2	0	0	0	1	1	1.65795719254649e-05	1	1
TSNAXIP1	16	0	0	0	1	1	4.66226072910501e-05	1	1
TSPYL1	6	0	0	0	1	1	3.73954591075029e-05	1	1
TSPYL2	X	0	0	0	1	1	1.01654100805392e-05	1	1
TSSC4	11	0	0	0	1	1	2.48707131502418e-05	1	1
TTC1	5	0	0	0	1	1	1.72496299753676e-05	1	1
TTC14	3	0	0	0	1	1	2.84593466226277e-05	1	1
TTC17	11	0	0	0	1	1	7.49791781989025e-05	1	1
TTC18	10	0	0	0	1	1	6.15101735136275e-05	1	1
TTC21B	2	0	0	0	1	1	8.18155812857806e-05	1	1
TTC28	22	0	0	1	0	1	0	1	1
TTC39A	1	0	0	0	1	1	3.74308008809326e-05	1	1
TTC40	10	0	0	0	1	1	9.02344694195374e-05	1	1
TTI1	20	0	0	0	1	1	6.72081222348553e-05	1	1
TTK	6	0	0	0	1	1	4.91801473304381e-05	1	1
TTLL1	22	0	0	0	1	1	3.44210506061195e-05	1	1
TTLL13	15	0	0	0	1	1	3.54720002452884e-05	1	1
TTLL5	14	0	0	0	1	1	8.91522970524209e-05	1	1
TTLL6	17	0	0	0	1	1	3.7285137070648e-05	1	1
TTLL7	1	0	0	0	1	1	5.76879276113356e-05	1	1
TTN	2	0	1	0	7	0.000261958191449514	8.592047368808e-27	0.00155457156237253	0.663802057133069
TTYH1	19	0	0	0	1	1	2.81898235763595e-05	1	1
TUBA1C	12	0	0	0	1	1	3.28437159808736e-05	1	1
TUBB6	18	0	0	0	1	1	4.45889085132718e-05	1	1
TUBGCP2	10	0	0	0	1	1	7.22964898929296e-05	1	1
TUFM	16	0	0	0	1	1	3.7834976777433e-05	1	1
TULP4	6	0	0	0	2	1	7.69342730450573e-09	1	1
TWF2	3	0	0	0	1	1	3.05640447574918e-05	1	1
TYRP1	9	1	0	0	0	4.52518792366335e-06	3.48659180451582e-05	6.11032225490884e-05	0.0114668261985629
U2AF1L4	19	0	0	0	1	1	1.70030872524555e-05	1	1
U2SURP	3	1	0	0	1	9.05309287634765e-06	1.91707530433777e-09	7.59432672167917e-05	0.022940537348665
UACA	15	0	0	0	1	1	7.60965227984959e-05	1	1
UBAP1L	15	0	0	0	1	1	0	1	1
UBASH3B	11	0	0	0	1	1	4.68959243821045e-05	1	1
UBC	12	0	0	0	1	1	4.66937541299043e-05	1	1
UBE2B	5	0	0	0	1	1	8.99438349332261e-06	1	1
UBE2E1	3	0	0	0	1	1	1.22742656001433e-05	1	1
UBE2H	7	0	0	0	1	1	1.32455077827361e-05	1	1
UBE3C	7	0	0	0	1	1	7.32151135272682e-05	1	1
UBQLN1	9	0	0	0	1	1	3.54482666933783e-05	1	1
UBR1	15	1	0	0	1	1.77841960987281e-05	5.67020165637834e-09	0.000115256145560555	0.0450651529141769
UBR3	2	1	0	0	1	1.32299713257138e-05	1.36391003555992e-09	9.28663361201077e-05	0.0335247473393589
UBR4	1	1	0	0	3	4.67613857673101e-05	6.46809791559065e-16	0.000278153407357662	0.118493351534364
UBR5	8	0	0	0	1	1	0.000185427098561942	1	1
UBTF	17	0	0	0	1	1	5.91630027350611e-05	1	1
UBXN11	1	0	0	0	1	1	4.11424430224819e-05	1	1
UBXN2B	8	0	0	0	1	1	1.81776488915077e-05	1	1
UCHL3	13	0	1	0	0	2.64386645410204e-06	1.46697875647233e-05	6.07946138686368e-05	0.00669955759469456
UFL1	6	0	0	0	2	1	1.24462570871739e-09	1	1
UGGT1	2	0	0	0	1	1	9.54951268108012e-05	1	1
UGT1A6	2	0	0	0	1	1	3.54700326082631e-05	1	1
UGT2A3	4	1	0	0	0	4.98626750677451e-06	2.97814023406019e-05	6.28181832348908e-05	0.0126352018621666
UGT2B11	4	0	1	0	0	4.69365001893878e-06	2.99040983381707e-05	6.1307779113355e-05	0.0118937091479909
UGT2B4	4	0	0	0	1	1	3.02371565543036e-05	1	1
UGT8	4	0	0	0	1	1	3.17232994775999e-05	1	1
UHRF2	9	0	0	0	1	1	5.44590558253189e-05	1	1
ULK1	12	0	0	0	1	1	9.9023327198525e-05	1	1
UMODL1	21	0	0	0	3	1	1.95590789232928e-13	1	1
UMPS	3	0	0	0	1	1	3.29599243357969e-05	1	1
UNC13C	15	0	0	0	3	1	3.20266820846013e-13	1	1
UNC5B	10	0	0	0	1	1	8.1642315168603e-05	1	1
UNC5D	8	0	0	0	1	1	6.33048304975099e-05	1	1
UNC79	14	0	0	0	2	1	1.38352659520534e-08	1	1
UNCX	7	0	0	0	1	1	1.85376929974489e-05	1	1
UNKL	16	0	0	0	1	1	2.35630871484947e-05	1	1
