hgnc	chrom	lof_indel	lof_snv	missense_indel	missense_snv	p_lof	p_func	fdr_lof	bonferroni_lof
FRMPD2	10	0	0	0	1	1	8.32608882566372e-05	1	1
FRY	13	0	1	0	0	3.00445762848349e-05	0.000201031914566504	0.000182573036704488	0.0761329563057716
FRYL	4	2	1	0	0	4.14835268851039e-15	1.03251462461098e-12	7.00795047512355e-13	1.05119257126853e-11
FRZB	2	0	0	0	1	1	2.71074881958622e-05	1	1
FSIP1	15	0	0	0	1	1	3.19598543412737e-05	1	1
FTSJ2	7	0	0	0	1	1	1.94774658043129e-05	1	1
FTSJ3	17	1	0	0	0	9.48797340019293e-06	6.49371689328851e-05	7.61076252761163e-05	0.0240425245960889
FUK	16	1	0	0	0	9.45152519391307e-06	7.76769794128431e-05	7.61076252761163e-05	0.0239501648413757
FZD3	8	0	0	0	1	1	4.47859910205687e-05	1	1
FZD8	10	0	0	0	1	1	6.01925662503449e-05	1	1
GAB3	X	0	0	0	1	1	8.69843611662112e-06	1	1
GABRG3	15	0	0	0	1	1	3.09621867645374e-05	1	1
GABRP	5	0	0	0	1	1	3.06056217490743e-05	1	1
GAD1	2	0	0	0	1	1	4.29095835176193e-05	1	1
GALK1	17	0	0	0	1	1	3.22300248283677e-05	1	1
GALNT11	7	0	0	0	1	1	4.67615087450203e-05	1	1
GALNT9	12	0	0	0	1	1	2.44917816603232e-05	1	1
GAN	16	0	0	0	2	1	1.04662819359089e-09	1	1
GANAB	11	1	0	0	1	1.14411747241042e-05	2.79611551807744e-09	8.45245969413409e-05	0.0289919367508799
GARNL3	9	0	0	0	1	1	6.71231642622898e-05	1	1
GART	21	0	0	0	1	1	5.91570011758043e-05	1	1
GAS2L2	17	0	0	0	1	1	6.53585859142993e-05	1	1
GATA3	10	0	0	0	1	1	3.57814320058289e-05	1	1
GATA4	8	1	0	0	0	3.23524533360238e-06	2.45849941234971e-05	6.07946138686368e-05	0.00819811167534843
GATA6	18	2	1	0	2	1.17935087879273e-17	5.01195218829041e-25	3.32052791873419e-15	2.98847512686077e-14
GATAD2B	1	0	1	0	0	5.98256044180932e-06	4.27900384739672e-05	6.33407054906252e-05	0.0151598081595448
GBP5	1	0	0	0	1	1	3.41012133763862e-05	1	1
GC	4	0	0	0	1	1	2.66510111608599e-05	1	1
GCDH	19	0	0	0	1	1	3.95287778280981e-05	1	1
GCN1L1	12	0	0	0	1	1	0.000197083463524745	1	1
GCNT3	15	0	0	0	1	1	2.67578113921805e-05	1	1
GDA	9	0	0	0	1	1	2.4250956023632e-05	1	1
GDNF	5	0	0	0	1	1	1.72388796820319e-05	1	1
GDPD4	11	0	0	0	1	1	3.04919017482225e-05	1	1
GFI1B	9	0	0	0	2	1	4.15550366568806e-10	1	1
GGA3	17	0	0	0	1	1	4.29688980882437e-05	1	1
GGN	19	0	0	0	1	1	5.50435015435521e-05	1	1
GIGYF1	7	0	0	0	1	1	8.82865860321726e-05	1	1
GJA1	6	0	0	0	1	1	2.53970189046207e-05	1	1
GJA10	6	0	0	0	1	1	3.09768292832629e-05	1	1
GLA	X	1	0	0	0	1.0183545656986e-06	6.13053734748704e-06	4.4491559818625e-05	0.00258051046948025
GLIS1	1	0	0	0	1	1	5.17975577310711e-05	1	1
GLIS3	9	0	0	0	2	1	2.5744887799901e-09	1	1
GLTSCR1	19	1	0	0	0	8.0798752472344e-06	5.23625577136139e-05	7.13393863292403e-05	0.020474403876492
GLUL	1	0	0	0	1	1	2.96490770494167e-05	1	1
GLYAT	11	0	0	0	1	1	1.67873653176033e-05	1	1
GLYR1	16	0	0	0	1	1	4.27761342248958e-05	1	1
GNA15	19	0	0	0	1	1	3.22271973759382e-05	1	1
GNAI3	1	1	0	0	0	3.6692066216741e-06	2.37419467995186e-05	6.07946138686368e-05	0.00929776957932216
GNAT3	7	0	0	0	1	1	1.88054830574922e-05	1	1
GNB1	1	0	0	0	1	1	3.00407154805023e-05	1	1
GNB2	7	0	0	0	1	1	3.09693296566064e-05	1	1
GNE	9	0	0	0	1	1	4.78677767062754e-05	1	1
GNPAT	1	0	0	0	1	1	4.19537693830339e-05	1	1
GNPDA2	4	0	0	0	1	1	1.56965959427992e-05	1	1
GNPTAB	12	0	0	0	1	1	7.6691657137245e-05	1	1
GOLGA3	12	0	0	0	1	1	0.00011749734984414	1	1
GOLGA5	14	0	0	0	2	1	1.07054316800109e-09	1	1
GOPC	6	0	0	0	1	1	2.99859285278876e-05	1	1
GORASP1	3	0	0	0	1	1	2.75297847078743e-05	1	1
GOSR1	17	0	0	0	1	1	1.29870798234156e-05	1	1
GOSR2	17	1	0	0	0	2.3382700808632e-06	1.57933613401569e-05	6.07946138686368e-05	0.00592517638490736
GPAM	10	0	0	0	1	1	5.19839902019818e-05	1	1
GPATCH1	19	0	0	0	1	1	6.34092242708379e-05	1	1
GPATCH8	17	0	0	2	0	1	5.07449382350861e-09	1	1
GPBAR1	2	1	0	0	1	2.13721683789633e-06	3.27245969883885e-10	6.07946138686368e-05	0.0054157074672293
GPHN	14	0	0	0	1	1	5.34426311143549e-05	1	1
GPR1	2	0	0	0	1	1	1.98515678392241e-05	1	1
GPR116	6	0	0	0	2	1	3.33501849806358e-09	1	1
GPR124	8	0	0	0	1	1	8.50256247671004e-05	1	1
GPR125	4	0	0	0	1	1	9.00136706310431e-05	1	1
GPR126	6	0	0	0	1	1	6.68911157480953e-05	1	1
GPR150	5	1	0	0	0	2.38025462740936e-06	2.13669726160895e-05	6.07946138686368e-05	0.00603156522585532
GPR156	3	0	0	0	1	1	5.00612593951019e-05	1	1
GPR162	12	0	0	0	1	1	5.10974549188343e-05	1	1
GPR182	12	0	0	0	1	1	2.98284840583067e-05	1	1
GPR20	8	0	0	0	3	1	6.34551150546285e-15	1	1
GPR35	2	0	0	0	1	1	2.88655806797951e-05	1	1
GPR98	5	0	0	0	5	1	4.80006631352529e-20	1	1
GPRC5B	16	0	0	0	3	1	6.69506318812831e-15	1	1
GPRC5C	17	0	0	0	2	1	8.24966081644478e-10	1	1
GPS1	17	0	0	0	1	1	4.51312648414354e-05	1	1
GPSM2	1	1	0	0	0	6.82822191951743e-06	4.29988178766172e-05	6.61927014622567e-05	0.0173027143440572
GPT	8	0	0	1	0	1	4.43412856194416e-05	1	1
GPT2	16	0	0	0	1	1	3.74268559173956e-05	1	1
GRAMD4	22	0	0	0	1	1	5.27764160223516e-05	1	1
GRHL2	8	0	1	0	0	7.02562063427193e-06	4.47145111746961e-05	6.65097812758255e-05	0.0178029226872451
GRIA4	11	0	0	0	1	1	5.51174517674197e-05	1	1
GRIK1	21	0	1	0	0	8.01140393024816e-06	5.87791845115632e-05	7.10019352210537e-05	0.0203008975592488
GRIK3	1	0	0	0	2	1	3.2626251236356e-09	1	1
GRIN2C	17	0	0	0	1	1	6.99653421692402e-05	1	1
GRINA	8	0	1	0	0	3.54102259937267e-06	2.57403978860687e-05	6.07946138686368e-05	0.00897295126681034
GRM2	3	0	0	0	1	1	7.64115380802025e-05	1	1
GRM5	11	0	0	0	1	1	7.3997491789297e-05	1	1
GRSF1	4	1	0	0	0	3.65593843559439e-06	2.34149358183615e-05	6.07946138686368e-05	0.00926414799579618
GSE1	16	0	0	0	1	1	0.000104788252691297	1	1
GSPT1	16	0	0	0	1	1	2.76482324520454e-05	1	1
GTDC1	2	0	0	0	1	1	2.58066124830127e-05	1	1
GTF2H3	12	0	0	0	1	1	1.89248467140633e-05	1	1
GTF2IRD1	7	0	0	0	2	1	3.37130572862929e-09	1	1
GTF3C1	16	0	0	0	1	1	0.000170614901465945	1	1
GTPBP1	22	0	0	0	1	1	4.95607604146425e-05	1	1
GTPBP4	10	0	1	0	0	6.91479694868725e-06	4.61437367043061e-05	6.61927014622567e-05	0.0175220954679735
GUCY1A3	4	0	0	0	1	1	4.25696866335594e-05	1	1
GYLTL1B	11	0	0	0	1	1	4.85499776573293e-05	1	1
H2BFM	X	0	0	0	1	1	0	1	1
H3F3A	1	0	0	0	1	1	1.40649857940813e-05	1	1
HAO2	1	0	0	0	1	1	2.35068254363497e-05	1	1
HAP1	17	0	0	0	1	1	5.13385520534074e-05	1	1
HAPLN4	19	0	0	0	1	1	3.6372334881115e-05	1	1
HAUS3	4	0	0	0	2	1	5.18625552964602e-10	1	1
HCFC1	X	0	0	0	1	1	3.53447477850608e-05	1	1
HDAC7	12	0	1	0	1	8.34725776897233e-06	1.97311807056231e-09	7.13667789591262e-05	0.0211519511865759
HDAC8	X	0	1	0	1	6.03164581055435e-07	8.96157046365037e-12	3.2519554221159e-05	0.00152841904839447
HDDC3	15	0	0	0	1	1	7.87553220095709e-06	1	1
HECTD1	14	0	1	0	1	2.66594930960451e-05	1.41474335911698e-08	0.00016396882404218	0.0675551555053783
HECTD3	1	0	0	0	1	1	6.85975367983233e-05	1	1
HECTD4	12	0	0	0	2	1	3.78095203714278e-08	1	1
HELQ	4	0	0	0	1	1	6.52950874922965e-05	1	1
HELZ	17	0	0	0	1	1	0.00012110991838545	1	1
HEPACAM	11	0	0	0	2	1	2.86455418883889e-10	1	1
HEPACAM2	7	0	0	0	1	1	2.55527413862427e-05	1	1
HERC1	15	0	0	0	1	1	0.000297697648430656	1	1
HERC2	15	0	0	0	1	1	0.000370281970224525	1	1
HERC4	10	1	0	0	0	9.49092722464591e-06	5.90614104121976e-05	7.61076252761163e-05	0.0240500095872527
HEY1	8	0	0	0	1	1	2.65559125770165e-05	1	1
HEY2	6	0	0	0	1	1	2.8937560160823e-05	1	1
HGS	17	0	0	0	1	1	6.74611364694696e-05	1	1
HHIP	4	1	0	0	0	5.94128472482438e-06	4.4457534905368e-05	6.33407054906252e-05	0.015055215492705
HHLA3	1	0	1	0	0	8.64257544293428e-07	9.19696588690294e-06	4.03324150816851e-05	0.00219002861723955
HID1	17	0	0	0	1	1	5.80776202934123e-05	1	1
HIP1	7	0	0	0	1	1	7.45695010141211e-05	1	1
HIP1R	12	0	0	0	3	1	8.45486592273438e-14	1	1
HIRA	22	1	0	0	0	1.01318397446757e-05	7.89167034116012e-05	7.97331736428827e-05	0.0256740819130082
HIST1H2BG	6	0	0	0	1	1	1.17222624865627e-05	1	1
HIST1H4C	6	0	0	0	1	1	1.28055474146921e-05	1	1
HIVEP2	6	0	0	0	4	1	2.3620736077952e-17	1	1
HIVEP3	1	0	0	0	1	1	0.000167754597750073	1	1
HK1	10	0	1	0	0	8.18830225219827e-06	7.33672687706872e-05	7.13667789591262e-05	0.0207491579070704
HK2	2	0	0	0	1	1	7.13250010109994e-05	1	1
HKR1	19	0	0	0	1	1	4.0935667611156e-05	1	1
HLTF	3	0	0	0	1	1	6.0132719075198e-05	1	1
HMCN1	1	0	0	0	4	1	6.22235696675668e-16	1	1
HMMR	5	0	0	0	1	1	3.88719616376991e-05	1	1
HNF4A	20	0	0	0	1	1	4.11974301518255e-05	1	1
HNRNPA1L2	13	0	0	0	1	1	1.96708865445753e-05	1	1
HNRNPK	9	1	1	0	0	1.33635217381804e-11	6.33985372462088e-10	1.69315820422745e-09	3.3863164084549e-08
HNRNPU	1	0	1	0	1	8.19587438018395e-06	2.00371609902796e-09	7.13667789591262e-05	0.0207683456793861
HOXA10	7	0	0	0	1	1	2.55736285396732e-05	1	1
HOXA7	7	0	0	0	1	1	2.62447634576582e-05	1	1
HOXD10	2	0	0	0	1	1	2.6246859591817e-05	1	1
HPS3	3	0	0	0	1	1	6.5018539831383e-05	1	1
HR	8	0	0	0	1	1	8.04556760884801e-05	1	1
HSD11B1	1	0	0	0	1	1	1.72242119350692e-05	1	1
HSD17B4	5	0	0	0	1	1	4.44685565748929e-05	1	1
HSD3B2	1	0	0	0	1	1	2.3517826120025e-05	1	1
HSF2BP	21	0	0	0	1	1	2.24559979168276e-05	1	1
HSH2D	19	0	0	0	1	1	2.08107422173715e-05	1	1
HSP90AA1	14	0	0	0	2	1	1.52045379279527e-09	1	1
HSPA8	11	0	0	0	1	1	4.294420826722e-05	1	1
HSPG2	1	0	0	0	2	1	6.886668306749e-08	1	1
HTATSF1	X	0	0	0	1	1	1.04792995104697e-05	1	1
HTR5A	7	0	0	0	1	1	3.49378152992489e-05	1	1
HUWE1	X	0	0	0	1	1	6.64893130605498e-05	1	1
HYAL1	3	0	0	0	1	1	3.42840329010108e-05	1	1
HYAL4	7	0	0	0	1	1	2.80131724356457e-05	1	1
HYDIN	16	0	0	0	1	1	0.000345289431148309	1	1
IAPP	12	1	0	0	1	6.19846267516272e-07	1.50414270594005e-11	3.27227175392965e-05	0.00157069044188623
IARS	9	0	0	0	1	1	7.96193408736093e-05	1	1
ICA1L	2	0	0	0	1	1	2.75778095165532e-05	1	1
IDH3B	20	0	0	0	1	1	1.52797905024543e-05	1	1
IDH3G	X	0	0	0	1	1	7.76705960500493e-06	1	1
IDI2	10	0	0	0	1	1	1.65426664262939e-05	1	1
IFNA4	9	0	0	0	1	1	9.76015050993534e-06	1	1
IFNGR2	21	0	0	0	1	1	2.10314481135354e-05	1	1
IFNK	9	1	0	0	0	1.94372086241757e-06	1.10502773699308e-05	6.07946138686368e-05	0.00492538866536611
IFRD2	3	0	0	0	1	1	3.43485981074296e-05	1	1
IFT140	16	0	0	0	1	1	0.000124418677800338	1	1
IGDCC4	15	0	0	0	1	1	8.75699873483095e-05	1	1
IGF1R	15	0	0	0	1	1	0.000112075643579811	1	1
IGF2BP2	3	0	0	0	1	1	4.46678060651501e-05	1	1
IGF2R	6	0	0	0	3	1	9.48922626951598e-13	1	1
IGHMBP2	11	0	0	0	1	1	7.98611815891529e-05	1	1
IGSF10	3	0	0	0	1	1	0.000150870727424421	1	1
IK	5	0	0	0	1	1	4.05096541996855e-05	1	1
IKZF1	7	0	0	0	1	1	4.50779276205226e-05	1	1
IKZF2	2	0	0	0	1	1	3.24869221960986e-05	1	1
IKZF4	12	0	0	0	1	1	4.58265418997299e-05	1	1
IKZF5	10	0	0	0	1	1	2.65267794257177e-05	1	1
IL11	19	0	1	0	0	1.57278452379555e-06	1.19325362721229e-05	5.613290117321e-05	0.00398543598329791
IL11RA	9	0	0	0	1	1	3.11169049178208e-05	1	1
IL12RB1	19	0	0	0	1	1	5.14482676980542e-05	1	1
IL12RB2	1	0	0	0	2	1	1.32796089413954e-09	1	1
IL19	1	0	0	0	1	1	9.98715866691381e-06	1	1
IL1RAP	3	0	0	0	1	1	3.7086759965788e-05	1	1
IL1RL2	2	0	0	0	1	1	3.84963859419852e-05	1	1
IL21R	16	0	0	0	1	1	3.79282059175436e-05	1	1
IL2RB	22	0	0	0	1	1	3.61123430676216e-05	1	1
IL31RA	5	0	0	0	1	1	4.11688331286441e-05	1	1
IL3RA	X	1	0	0	0	8.88369070491336e-07	7.61169543023767e-06	4.03324150816851e-05	0.00225112722462504
IMMP1L	11	0	0	0	1	1	1.06606745204475e-05	1	1
IMPACT	18	0	0	0	1	1	1.99306633595144e-05	1	1
IMPDH1	7	0	0	0	1	1	4.2833192237629e-05	1	1
IMPDH2	3	0	0	0	1	1	3.66807071762454e-05	1	1
ING5	2	0	0	0	1	1	1.9021852729204e-05	1	1
INPP4B	4	0	0	0	1	1	5.66319211992301e-05	1	1
INPP5D	2	0	0	0	1	1	7.31802538865802e-05	1	1
INPP5E	9	0	0	0	1	1	4.05821237662362e-05	1	1
INPP5F	10	0	1	0	0	1.18215108748703e-05	6.91772791235078e-05	8.58329758077973e-05	0.0299557085569213
INSC	11	0	0	0	1	1	4.59695515411986e-05	1	1
INTS6	13	0	0	0	1	1	5.49565897396234e-05	1	1
IPO4	14	0	0	0	1	1	8.33798957515544e-05	1	1
IPO8	12	0	0	0	1	1	6.56689064433375e-05	1	1
IPO9	1	0	0	0	1	1	6.74526805812389e-05	1	1
IPP	1	0	0	0	1	1	3.65240769720948e-05	1	1
IQCB1	3	0	1	0	0	6.92228330209078e-06	3.45815690914522e-05	6.61927014622567e-05	0.017541065887498
IQGAP1	15	0	0	0	2	1	5.72098031564538e-09	1	1
IRF2BPL	14	0	0	0	1	1	6.61930635244419e-05	1	1
IRF5	7	0	0	0	1	1	3.74852020649731e-05	1	1
ITGA1	5	0	0	0	1	1	7.10530102358028e-05	1	1
ITGA4	2	0	0	0	1	1	6.71767214900209e-05	1	1
ITGA7	12	0	0	0	1	1	8.83497080475643e-05	1	1
ITGAE	17	0	0	0	1	1	8.52105269148351e-05	1	1
ITGB4	17	0	0	0	1	1	0.000163089294634438	1	1
ITGB7	12	0	0	0	1	1	5.93470927041488e-05	1	1
ITK	5	0	0	0	1	1	4.30189028207978e-05	1	1
ITM2A	X	0	0	0	1	1	4.33537858902324e-06	1	1
ITPR1	3	0	0	0	2	1	1.68609955943518e-08	1	1
ITPR3	6	0	0	0	2	1	2.54175686164679e-08	1	1
ITPRIPL1	2	0	0	0	1	1	3.90263413464358e-05	1	1
ITSN1	21	0	0	0	1	1	0.000117702532738564	1	1
ITSN2	2	0	0	0	2	1	5.97608558516453e-09	1	1
IVNS1ABP	1	1	0	0	0	7.03418365505968e-06	3.9018934322544e-05	6.65097812758255e-05	0.0178246213819212
JAG1	20	1	1	0	2	6.84452189905997e-11	3.36864478572256e-18	5.78133949740599e-09	1.7344018492218e-07
JAG2	14	0	0	0	1	1	0.000105090915827629	1	1
JAKMIP2	5	0	0	0	1	1	5.51553926905437e-05	1	1
JDP2	14	0	0	0	1	1	1.51850630378695e-05	1	1
JMJD1C	10	0	0	0	2	1	1.09442850738447e-08	1	1
JMJD7-PLA2G4B	15	0	0	0	1	1	7.99482951073252e-05	1	1
JPH2	20	0	0	0	1	1	5.23002778805885e-05	1	1
JPH3	16	0	0	0	1	1	6.93176300703418e-05	1	1
JUP	17	0	0	0	1	1	6.43875993942452e-05	1	1
KALRN	3	0	0	0	1	1	0.00021869697088415	1	1
KANK1	9	0	0	0	1	1	9.3035442849175e-05	1	1
KANSL1	17	2	0	0	0	5.56410995762408e-11	3.25603741411695e-09	4.8618809077998e-09	1.40994546326194e-07
KANSL3	2	0	0	0	1	1	4.39895093437896e-05	1	1
KARS	16	0	0	0	1	1	4.24258513765392e-05	1	1
KAT2B	3	0	0	0	2	1	1.38052821564623e-09	1	1
KAT5	11	0	0	0	1	1	4.65543054007834e-05	1	1
KAT6A	8	3	0	0	1	1.10122905227963e-15	1.45830031896461e-17	2.32542868206381e-13	2.79051441847658e-12
KAT6B	10	1	1	0	0	1.54084177627073e-10	8.91291407476544e-09	1.08458140585279e-08	3.90449306107004e-07
KBTBD12	3	0	0	0	1	1	3.70504496367552e-05	1	1
KCNA3	1	1	0	0	0	4.21754908217918e-06	5.47107071769042e-05	6.07946138686368e-05	0.010687269374242
KCNA4	11	0	0	0	1	1	4.33578759679846e-05	1	1
KCNC4	1	0	0	0	1	1	6.62355732807618e-05	1	1
KCNH3	12	0	0	0	1	1	9.87274116719753e-05	1	1
KCNH5	14	0	0	0	1	1	6.73095169111264e-05	1	1
KCNH6	17	0	0	0	1	1	8.61304354329702e-05	1	1
KCNJ12	17	0	0	0	1	1	4.42804563088595e-05	1	1
KCNJ14	19	0	0	0	1	1	2.90785794554517e-05	1	1
KCNJ15	21	0	0	0	1	1	2.3939584379136e-05	1	1
KCNJ16	17	0	0	0	1	1	2.81176067600085e-05	1	1
KCNJ5	11	0	1	0	0	3.13880156675568e-06	3.22860055797269e-05	6.07946138686368e-05	0.0079537231701589
KCNJ8	12	0	0	0	1	1	3.10525173623529e-05	1	1
KCNK4	11	0	0	0	1	1	3.07125593829789e-05	1	1
KCNMA1	10	0	0	0	1	1	8.64337612775505e-05	1	1
KCNMB1	5	0	0	0	1	1	1.54255360035756e-05	1	1
KCNN3	1	0	0	0	1	1	5.33143366372927e-05	1	1
KCNQ1	11	0	0	0	2	1	1.27532221876724e-09	1	1
KCNQ2	20	0	0	0	2	1	2.35901186608343e-09	1	1
KCTD20	6	0	0	0	1	1	2.82335917504666e-05	1	1
KCTD9	8	0	0	0	1	1	2.53188018650945e-05	1	1
KDM3A	2	0	0	0	1	1	8.29923048890986e-05	1	1
KDM4E	11	0	0	0	1	1	0	1	1
KDM5A	12	0	0	0	3	1	2.44467150984208e-13	1	1
KDM5B	1	0	4	0	0	3.92201768332423e-21	5.36887713562253e-18	1.41977040136337e-18	9.93839280954359e-18
KDM6A	X	0	0	0	1	1	1.87705050012365e-05	1	1
KDM6B	17	0	1	0	0	1.43325362090167e-05	0.000129414486304667	9.84245169475568e-05	0.0363186467536484
KIAA0100	17	1	0	0	0	2.17269767186749e-05	0.000152905616751273	0.000136615779169038	0.0550561590051222
KIAA0196	8	0	0	0	3	1	6.77261699512852e-14	1	1
KIAA0355	19	0	0	0	1	1	7.47972733387581e-05	1	1
KIAA0368	9	0	0	0	1	1	0.000122479468550551	1	1
KIAA0430	16	0	1	0	1	1.44879972948852e-05	6.84642650506811e-09	9.89557551084611e-05	0.0367125851452391
KIAA0513	16	0	0	0	1	1	3.28145207515241e-05	1	1
KIAA0753	17	0	0	0	1	1	5.9963105335469e-05	1	1
KIAA1009	6	0	0	0	1	1	6.59805017181281e-05	1	1
KIAA1109	4	0	0	0	3	1	4.35955925033092e-12	1	1
KIAA1161	9	0	0	0	1	1	8.25125625387077e-05	1	1
KIAA1211	4	0	0	0	1	1	9.03730274179866e-05	1	1
KIAA1211L	2	1	0	0	0	6.24171764779669e-06	6.18599180981766e-05	6.43414699765319e-05	0.0158165125195168
KIAA1324	1	0	0	0	1	1	7.02694462418579e-05	1	1
KIAA1456	8	0	1	0	0	3.26937684796137e-06	2.83276333010619e-05	6.07946138686368e-05	0.00828460093273411
KIAA1549	7	0	0	0	1	1	0.000140406846286898	1	1
KIAA1598	10	0	0	0	1	1	3.50098838951924e-05	1	1
KIAA1715	2	0	0	0	1	1	2.4135061494063e-05	1	1
KIAA1958	9	0	0	0	1	1	4.83420454667594e-05	1	1
KIF11	10	0	1	0	0	1.0209171919103e-05	6.12612393521517e-05	8.00930081826845e-05	0.0258700416430071
KIF14	1	0	0	0	1	1	9.43213192912986e-05	1	1
KIF15	3	0	0	0	2	1	3.34111576651288e-09	1	1
KIF16B	20	0	0	0	1	1	9.32491946812527e-05	1	1
KIF24	9	0	0	0	1	1	8.26856431665239e-05	1	1
KIF26A	14	0	0	0	1	1	0.000104155382165557	1	1
KIF5A	12	0	0	0	1	1	8.1094310317191e-05	1	1
KIF5B	10	0	0	0	2	1	1.93803685848715e-09	1	1
KIF5C	2	0	0	0	1	1	5.55348428109179e-05	1	1
KIF6	6	0	0	0	1	1	5.18862577508241e-05	1	1
KLC3	19	0	0	0	1	1	3.39408071680977e-05	1	1
KLF2	19	0	0	0	1	1	1.1515292405265e-05	1	1
KLF4	9	0	0	0	1	1	3.95582569212955e-05	1	1
KLHDC4	16	0	0	0	1	1	4.16920232882885e-05	1	1
KLHL17	1	0	0	0	1	1	5.61204015593616e-05	1	1
KLHL23	2	0	1	0	0	4.56687922189557e-06	3.23433635941286e-05	6.11032225490884e-05	0.0115724719482834
KLHL29	2	0	0	0	1	1	0	1	1
KLHL5	4	0	0	0	1	1	4.61248317824621e-05	1	1
KLK4	19	0	0	0	1	1	2.07908554804396e-05	1	1
KLRB1	12	1	0	0	0	2.46619416580264e-06	1.30115109598366e-05	6.07946138686368e-05	0.00624933601614388
KMT2A	11	2	3	0	2	4.67093954865158e-25	1.18991035092479e-29	2.95904020407078e-22	1.18361608162831e-21
KMT2C	7	0	1	0	1	4.55508101273886e-05	4.46798874225481e-08	0.000272230549204723	0.115425752862803
KMT2D	12	6	8	0	4	4.15351033303701e-73	3.5853713573409e-78	1.05249951839158e-69	1.05249951839158e-69
KNDC1	10	0	0	0	1	1	0.000142177660570457	1	1
KNOP1	16	1	0	0	0	3.5782828351283e-06	2.99895101592961e-05	6.07946138686368e-05	0.00906736870421511
KPNA1	3	0	0	0	1	1	3.22556925506542e-05	1	1
KPNB1	17	0	0	0	1	1	5.47441737495752e-05	1	1
KRBA1	7	0	0	0	2	1	1.8497849485564e-09	1	1
KRBA2	17	1	0	0	0	3.84698476009634e-06	3.06546915642483e-05	6.07946138686368e-05	0.00974825938208411
KRT1	12	0	0	0	1	1	4.33070256102746e-05	1	1
KRT13	17	0	0	0	2	1	6.31011500625924e-10	1	1
KRT15	17	0	0	0	1	1	3.3966391869865e-05	1	1
KRT20	17	0	0	0	1	1	3.10848414964143e-05	1	1
KRT3	12	0	0	0	1	1	3.83204722409319e-05	1	1
KRT74	12	0	0	0	1	1	4.08075319806487e-05	1	1
KRTAP20-1	21	0	0	0	1	1	3.42381187593958e-06	1	1
KSR2	12	0	0	0	1	1	7.78422154121075e-05	1	1
LAMA1	18	0	0	0	1	1	0.000221333144982485	1	1
LAMA5	20	0	0	0	2	1	5.10404662062652e-08	1	1
LAMB1	7	0	0	0	2	1	8.06429616701032e-09	1	1
LAMB2	3	0	0	0	1	1	0.000151006003790564	1	1
LAMB4	7	0	1	0	0	1.63611879760018e-05	0.000114175508565082	0.00010796679773747	0.0414592503311886
LAMC1	1	0	0	0	3	1	2.43837113872178e-13	1	1
LAMP5	20	0	0	0	1	1	2.10728452771843e-05	1	1
LARP1	5	0	0	0	1	1	7.88205333057663e-05	1	1
LARP4	12	0	0	0	1	1	4.371176619755e-05	1	1
LARP7	4	0	0	0	1	1	3.3455202076188e-05	1	1
LARS2	3	0	0	0	1	1	5.99565929777612e-05	1	1
LATS1	6	0	0	0	1	1	7.08037264230526e-05	1	1
LBX1	10	0	0	0	1	1	2.75923724702634e-05	1	1
LCA5L	21	0	0	0	2	1	6.4676995170523e-10	1	1
LCE4A	1	0	0	0	1	1	5.09804149393654e-06	1	1
LCP1	13	0	1	0	0	5.94166002490608e-06	3.74188333006319e-05	6.33407054906252e-05	0.015056166503112
LDHA	11	0	0	0	1	1	2.16705959772108e-05	1	1
LDLR	19	0	0	0	1	1	7.23024527750163e-05	1	1
LDLRAP1	1	0	0	0	1	1	2.19231255659649e-05	1	1
LEF1	4	0	0	0	1	1	2.84730232589435e-05	1	1
LEKR1	3	0	0	0	1	1	2.35885549108873e-05	1	1
LENG1	19	0	0	0	1	1	2.56425139926679e-05	1	1
LENG9	19	0	0	0	1	1	3.19065097991716e-05	1	1
LGALS4	19	0	0	0	1	1	2.65749435776212e-05	1	1
LGR6	1	0	1	0	0	7.78571369642446e-06	6.89275786954364e-05	6.99609876125517e-05	0.0197289985067396
LHX2	9	0	1	0	0	2.95933675396894e-06	3.6435768865372e-05	6.07946138686368e-05	0.0074989593345573
LIG1	19	0	1	0	0	8.36461458202861e-06	7.296859985576e-05	7.13667789591262e-05	0.0211959333508605
LIG4	13	0	0	0	1	1	5.29586490454892e-05	1	1
LILRB5	19	0	0	0	1	1	4.29675604159238e-05	1	1
LIMS2	2	0	0	0	1	1	2.87336871090928e-05	1	1
LIPJ	10	0	1	0	0	3.23271334588121e-06	1.97893485110536e-05	6.07946138686368e-05	0.00819169561846298
LIPT2	11	0	0	0	1	1	0	1	1
LLGL1	17	0	0	0	1	1	9.04673522933405e-05	1	1
LMAN1	18	0	0	0	1	1	3.63939203546407e-05	1	1
LMBRD2	5	0	0	0	1	1	4.32535191882665e-05	1	1
LMF2	22	0	0	0	1	1	5.03960270724148e-05	1	1
LNX1	4	0	0	0	1	1	5.21277424656763e-05	1	1
LONRF1	8	0	0	0	1	1	3.23254293914044e-05	1	1
LOXHD1	18	0	0	0	1	1	0	1	1
LOXL2	8	0	0	0	1	1	6.55472679087828e-05	1	1
LOXL3	2	0	0	0	1	1	6.14923046911764e-05	1	1
LPA	6	0	0	0	1	1	0.000149355519151299	1	1
LPHN1	19	0	0	0	1	1	0.000133120871256148	1	1
LPHN3	4	0	0	0	2	1	3.01738764700421e-09	1	1
LPIN2	18	0	0	0	1	1	6.1429161273041e-05	1	1
LPIN3	20	0	0	0	1	1	6.28057241325444e-05	1	1
